Date,Value
6/27/01,"2,229.83"
6/28/01,"2,219.25"
6/29/01,"2,218.03"
7/2/01,"2,205.99"
7/3/01,"2,211.83"
7/4/01,"2,202.06"
7/5/01,"2,181.66"
7/6/01,"2,170.52"
7/9/01,"2,169.66"
7/10/01,"2,189.79"
7/11/01,"2,168.74"
7/12/01,"2,165.49"
7/13/01,"2,161.34"
7/16/01,"2,146.24"
7/17/01,"2,140.98"
7/18/01,"2,146.54"
7/19/01,"2,150.27"
7/20/01,"2,179.62"
7/23/01,"2,169.01"
7/24/01,"2,136.45"
7/25/01,"2,112.26"
7/26/01,"2,094.01"
7/27/01,"2,065.73"
7/30/01,"1,956.82"
7/31/01,"1,920.32"
8/1/01,"1,986.93"
8/2/01,"1,957.02"
8/3/01,"1,958.69"
8/6/01,"1,882.13"
8/7/01,"1,903.93"
8/8/01,"1,895.17"
8/9/01,"1,924.59"
8/10/01,"1,955.04"
8/13/01,"1,955.10"
8/14/01,"1,939.54"
8/15/01,"1,947.36"
8/16/01,"1,919.65"
8/17/01,"1,924.00"
8/20/01,"1,934.49"
8/21/01,"1,938.87"
8/22/01,"1,903.45"
8/23/01,"1,902.99"
8/24/01,"1,886.80"
8/27/01,"1,827.25"
8/28/01,"1,843.39"
8/29/01,"1,847.54"
8/30/01,"1,839.63"
8/31/01,"1,834.14"
9/3/01,"1,817.19"
9/4/01,"1,862.36"
9/5/01,"1,868.27"
9/6/01,"1,861.56"
9/7/01,"1,808.84"
9/10/01,"1,856.53"
9/11/01,"1,863.78"
9/12/01,"1,852.60"
9/13/01,"1,839.91"
9/14/01,"1,818.38"
9/17/01,"1,784.61"
9/18/01,"1,798.62"
9/19/01,"1,822.70"
9/20/01,"1,818.42"
9/21/01,"1,807.02"
9/24/01,"1,794.96"
9/25/01,"1,793.88"
9/26/01,"1,767.81"
9/27/01,"1,764.93"
9/28/01,"1,764.87"
10/8/01,"1,726.53"
10/9/01,"1,744.64"
10/10/01,"1,686.61"
10/11/01,"1,638.33"
10/12/01,"1,691.33"
10/15/01,"1,687.28"
10/16/01,"1,655.90"
10/17/01,"1,643.07"
10/18/01,"1,615.58"
10/19/01,"1,572.45"
10/22/01,"1,520.67"
10/23/01,"1,670.56"
10/24/01,"1,718.06"
10/25/01,"1,676.50"
10/26/01,"1,677.88"
10/29/01,"1,700.48"
10/30/01,"1,682.77"
10/31/01,"1,689.17"
11/1/01,"1,707.75"
11/2/01,"1,691.35"
11/5/01,"1,679.57"
11/6/01,"1,671.28"
11/7/01,"1,594.05"
11/8/01,"1,605.87"
11/9/01,"1,630.36"
11/12/01,"1,621.20"
11/13/01,"1,615.93"
11/14/01,"1,617.10"
11/15/01,"1,621.34"
11/16/01,"1,646.76"
11/19/01,"1,669.89"
11/20/01,"1,699.73"
11/21/01,"1,705.66"
11/22/01,"1,715.81"
11/23/01,"1,712.56"
11/26/01,"1,705.89"
11/27/01,"1,722.59"
11/28/01,"1,735.00"
11/29/01,"1,732.30"
11/30/01,"1,747.99"
12/3/01,"1,762.56"
12/4/01,"1,769.68"
12/5/01,"1,745.23"
12/6/01,"1,751.18"
12/7/01,"1,745.41"
12/10/01,"1,748.68"
12/11/01,"1,728.88"
12/12/01,"1,715.17"
12/13/01,"1,688.01"
12/14/01,"1,675.51"
12/17/01,"1,665.94"
12/18/01,"1,687.29"
12/19/01,"1,672.70"
12/20/01,"1,631.54"
12/21/01,"1,640.14"
12/24/01,"1,606.10"
12/25/01,"1,611.17"
12/26/01,"1,633.64"
12/27/01,"1,627.92"
12/28/01,"1,639.48"
12/31/01,"1,645.97"
1/4/02,"1,611.39"
1/7/02,"1,596.76"
1/8/02,"1,583.46"
1/9/02,"1,561.35"
1/10/02,"1,576.44"
1/11/02,"1,535.59"
1/14/02,"1,485.11"
1/15/02,"1,459.65"
1/16/02,"1,479.62"
1/17/02,"1,419.52"
1/18/02,"1,415.44"
1/21/02,"1,366.97"
1/22/02,"1,358.69"
1/23/02,"1,444.97"
1/24/02,"1,456.40"
1/25/02,"1,451.48"
1/28/02,"1,359.55"
1/29/02,"1,392.78"
1/30/02,"1,396.61"
1/31/02,"1,491.67"
2/1/02,"1,485.77"
2/4/02,"1,511.33"
2/5/02,"1,518.28"
2/6/02,"1,485.80"
2/7/02,"1,515.39"
2/8/02,"1,506.62"
2/25/02,"1,530.28"
2/26/02,"1,531.43"
2/27/02,"1,538.32"
2/28/02,"1,524.70"
3/1/02,"1,502.54"
3/4/02,"1,526.80"
3/5/02,"1,560.08"
3/6/02,"1,569.21"
3/7/02,"1,613.00"
3/8/02,"1,640.26"
3/11/02,"1,664.09"
3/12/02,"1,643.69"
3/13/02,"1,623.43"
3/14/02,"1,665.15"
3/15/02,"1,620.98"
3/18/02,"1,623.88"
3/19/02,"1,665.36"
3/20/02,"1,682.51"
3/21/02,"1,685.02"
3/22/02,"1,669.69"
3/25/02,"1,675.29"
3/26/02,"1,649.48"
3/27/02,"1,654.23"
3/28/02,"1,650.67"
3/29/02,"1,603.91"
4/1/02,"1,608.51"
4/2/02,"1,582.88"
4/3/02,"1,594.51"
4/4/02,"1,641.70"
4/5/02,"1,634.64"
4/8/02,"1,640.65"
4/9/02,"1,667.52"
4/10/02,"1,677.66"
4/11/02,"1,649.53"
4/12/02,"1,658.98"
4/15/02,"1,649.50"
4/16/02,"1,640.29"
4/17/02,"1,644.40"
4/18/02,"1,628.14"
4/19/02,"1,635.17"
4/22/02,"1,627.48"
4/23/02,"1,624.55"
4/24/02,"1,611.05"
4/25/02,"1,615.92"
4/26/02,"1,640.59"
4/29/02,"1,665.81"
4/30/02,"1,667.75"
5/8/02,"1,652.37"
5/9/02,"1,650.58"
5/10/02,"1,638.20"
5/13/02,"1,623.94"
5/14/02,"1,616.23"
5/15/02,"1,598.35"
5/16/02,"1,549.50"
5/17/02,"1,567.50"
5/20/02,"1,541.53"
5/21/02,"1,588.11"
5/22/02,"1,564.49"
5/23/02,"1,571.61"
5/24/02,"1,549.47"
5/27/02,"1,555.05"
5/28/02,"1,558.52"
5/29/02,"1,524.81"
5/30/02,"1,523.52"
5/31/02,"1,515.73"
6/3/02,"1,483.35"
6/4/02,"1,490.51"
6/5/02,"1,462.00"
6/6/02,"1,521.26"
6/7/02,"1,529.51"
6/10/02,"1,517.23"
6/11/02,"1,530.96"
6/12/02,"1,524.84"
6/13/02,"1,511.71"
6/14/02,"1,494.25"
6/17/02,"1,496.24"
6/18/02,"1,524.07"
6/19/02,"1,507.67"
6/20/02,"1,516.15"
6/21/02,"1,562.72"
6/24/02,"1,707.31"
6/25/02,"1,706.59"
6/26/02,"1,712.91"
6/27/02,"1,723.55"
6/28/02,"1,732.76"
7/1/02,"1,713.71"
7/2/02,"1,724.95"
7/3/02,"1,730.92"
7/4/02,"1,713.14"
7/5/02,"1,722.19"
7/8/02,"1,732.93"
7/9/02,"1,729.99"
7/10/02,"1,701.82"
7/11/02,"1,696.94"
7/12/02,"1,698.30"
7/15/02,"1,687.95"
7/16/02,"1,691.62"
7/17/02,"1,701.72"
7/18/02,"1,704.91"
7/19/02,"1,713.86"
7/22/02,"1,681.01"
7/23/02,"1,673.86"
7/24/02,"1,672.40"
7/25/02,"1,665.11"
7/26/02,"1,657.50"
7/29/02,"1,665.67"
7/30/02,"1,669.00"
7/31/02,"1,651.59"
8/1/02,"1,653.01"
8/2/02,"1,661.87"
8/5/02,"1,653.96"
8/6/02,"1,670.62"
8/7/02,"1,668.07"
8/8/02,"1,659.80"
8/9/02,"1,647.05"
8/12/02,"1,634.57"
8/13/02,"1,636.63"
8/14/02,"1,646.72"
8/15/02,"1,634.37"
8/16/02,"1,646.79"
8/19/02,"1,644.30"
8/20/02,"1,671.35"
8/21/02,"1,673.55"
8/22/02,"1,686.11"
8/23/02,"1,683.21"
8/26/02,"1,670.69"
8/27/02,"1,679.69"
8/28/02,"1,676.77"
8/29/02,"1,667.32"
8/30/02,"1,666.62"
9/2/02,"1,668.77"
9/3/02,"1,674.07"
9/4/02,"1,663.97"
9/5/02,"1,641.81"
9/6/02,"1,631.38"
9/9/02,"1,621.58"
9/10/02,"1,625.11"
9/11/02,"1,620.36"
9/12/02,"1,624.56"
9/13/02,"1,625.76"
9/16/02,"1,604.08"
9/17/02,"1,604.88"
9/18/02,"1,594.58"
9/19/02,"1,619.35"
9/20/02,"1,604.91"
9/23/02,"1,602.59"
9/24/02,"1,596.73"
9/25/02,"1,597.84"
9/26/02,"1,587.65"
9/27/02,"1,581.62"
10/8/02,"1,562.99"
10/9/02,"1,535.37"
10/10/02,"1,530.41"
10/11/02,"1,524.05"
10/14/02,"1,531.68"
10/15/02,"1,524.73"
10/16/02,"1,537.39"
10/17/02,"1,513.10"
10/18/02,"1,519.54"
10/21/02,"1,524.93"
10/22/02,"1,548.10"
10/23/02,"1,548.97"
10/24/02,"1,536.52"
10/25/02,"1,520.31"
10/28/02,"1,502.72"
10/29/02,"1,510.88"
10/30/02,"1,509.71"
10/31/02,"1,507.50"
11/1/02,"1,510.76"
11/4/02,"1,531.84"
11/5/02,"1,558.24"
11/6/02,"1,552.56"
11/7/02,"1,554.24"
11/8/02,"1,522.19"
11/11/02,"1,504.40"
11/12/02,"1,485.91"
11/13/02,"1,490.46"
11/14/02,"1,460.80"
11/15/02,"1,463.69"
11/18/02,"1,451.29"
11/19/02,"1,462.17"
11/20/02,"1,425.84"
11/21/02,"1,390.63"
11/22/02,"1,395.50"
11/25/02,"1,398.44"
11/26/02,"1,371.17"
11/27/02,"1,378.75"
11/28/02,"1,417.53"
11/29/02,"1,434.18"
12/2/02,"1,395.68"
12/3/02,"1,408.84"
12/4/02,"1,414.45"
12/5/02,"1,404.88"
12/6/02,"1,405.53"
12/9/02,"1,400.87"
12/10/02,"1,383.84"
12/11/02,"1,379.20"
12/12/02,"1,383.91"
12/13/02,"1,396.90"
12/16/02,"1,408.52"
12/17/02,"1,416.10"
12/18/02,"1,411.72"
12/19/02,"1,413.60"
12/20/02,"1,427.94"
12/23/02,"1,430.20"
12/24/02,"1,430.83"
12/25/02,"1,421.52"
12/26/02,"1,384.15"
12/27/02,"1,382.97"
12/30/02,"1,366.36"
12/31/02,"1,357.65"
1/2/03,"1,320.63"
1/3/03,"1,319.87"
1/6/03,"1,334.68"
1/7/03,"1,332.06"
1/8/03,"1,372.07"
1/9/03,"1,397.38"
1/10/03,"1,384.86"
1/13/03,"1,386.31"
1/14/03,"1,466.85"
1/15/03,"1,459.92"
1/16/03,"1,485.62"
1/17/03,"1,478.68"
1/20/03,"1,482.68"
1/21/03,"1,454.89"
1/22/03,"1,460.53"
1/23/03,"1,450.62"
1/24/03,"1,479.07"
1/27/03,"1,496.16"
1/28/03,"1,500.64"
1/29/03,"1,499.82"
2/10/03,"1,480.17"
2/11/03,"1,492.76"
2/12/03,"1,510.67"
2/13/03,"1,504.34"
2/14/03,"1,510.95"
2/17/03,"1,496.52"
2/18/03,"1,496.47"
2/19/03,"1,510.80"
2/20/03,"1,509.49"
2/21/03,"1,478.87"
2/24/03,"1,481.94"
2/25/03,"1,511.28"
2/26/03,"1,513.18"
2/27/03,"1,513.70"
2/28/03,"1,511.93"
3/3/03,"1,525.48"
3/4/03,"1,524.30"
3/5/03,"1,517.18"
3/6/03,"1,498.34"
3/7/03,"1,493.09"
3/10/03,"1,468.92"
3/11/03,"1,469.55"
3/12/03,"1,475.01"
3/13/03,"1,464.65"
3/14/03,"1,466.04"
3/17/03,"1,469.27"
3/18/03,"1,459.89"
3/19/03,"1,469.96"
3/20/03,"1,464.54"
3/21/03,"1,474.66"
3/24/03,"1,477.77"
3/25/03,"1,462.40"
3/26/03,"1,456.27"
3/27/03,"1,499.35"
3/28/03,"1,491.94"
3/31/03,"1,510.58"
4/1/03,"1,522.55"
4/2/03,"1,521.32"
4/3/03,"1,511.73"
4/4/03,"1,521.13"
4/7/03,"1,515.13"
4/8/03,"1,520.55"
4/9/03,"1,543.67"
4/10/03,"1,551.18"
4/11/03,"1,576.86"
4/14/03,"1,616.07"
4/15/03,"1,631.47"
4/16/03,"1,606.24"
4/17/03,"1,613.60"
4/18/03,"1,603.08"
4/21/03,"1,571.71"
4/22/03,"1,568.69"
4/23/03,"1,541.96"
4/24/03,"1,503.59"
4/25/03,"1,487.15"
4/28/03,"1,537.69"
4/29/03,"1,509.31"
4/30/03,"1,521.44"
5/12/03,"1,531.87"
5/13/03,"1,485.31"
5/14/03,"1,522.92"
5/15/03,"1,555.29"
5/16/03,"1,554.45"
5/19/03,"1,555.45"
5/20/03,"1,535.52"
5/21/03,"1,533.48"
5/22/03,"1,546.11"
5/23/03,"1,560.96"
5/26/03,"1,569.51"
5/27/03,"1,568.34"
5/28/03,"1,551.81"
5/29/03,"1,568.16"
5/30/03,"1,576.26"
6/2/03,"1,576.53"
6/3/03,"1,562.24"
6/4/03,"1,574.11"
6/5/03,"1,556.25"
6/6/03,"1,538.92"
6/9/03,"1,530.22"
6/10/03,"1,538.76"
6/11/03,"1,565.84"
6/12/03,"1,562.11"
6/13/03,"1,566.77"
6/16/03,"1,559.71"
6/17/03,"1,557.18"
6/18/03,"1,553.88"
6/19/03,"1,538.75"
6/20/03,"1,529.47"
6/23/03,"1,511.37"
6/24/03,"1,512.43"
6/25/03,"1,502.08"
6/26/03,"1,515.38"
6/27/03,"1,497.05"
6/30/03,"1,486.02"
7/1/03,"1,484.70"
7/2/03,"1,499.68"
7/3/03,"1,504.44"
7/4/03,"1,502.35"
7/7/03,"1,501.48"
7/8/03,"1,512.02"
7/9/03,"1,503.31"
7/10/03,"1,531.93"
7/11/03,"1,528.85"
7/14/03,"1,521.41"
7/15/03,"1,525.44"
7/16/03,"1,529.49"
7/17/03,"1,539.36"
7/18/03,"1,507.16"
7/21/03,"1,495.89"
7/22/03,"1,498.49"
7/23/03,"1,502.15"
7/24/03,"1,493.45"
7/25/03,"1,477.65"
7/28/03,"1,470.39"
7/29/03,"1,477.30"
7/30/03,"1,479.65"
7/31/03,"1,476.74"
8/1/03,"1,476.97"
8/4/03,"1,494.37"
8/5/03,"1,494.31"
8/6/03,"1,486.25"
8/7/03,"1,487.37"
8/8/03,"1,471.27"
8/11/03,"1,474.41"
8/12/03,"1,479.28"
8/13/03,"1,465.83"
8/14/03,"1,455.90"
8/15/03,"1,450.20"
8/18/03,"1,445.09"
8/19/03,"1,449.71"
8/20/03,"1,441.66"
8/21/03,"1,441.09"
8/22/03,"1,438.88"
8/25/03,"1,422.18"
8/26/03,"1,425.21"
8/27/03,"1,425.36"
8/28/03,"1,415.69"
8/29/03,"1,421.98"
9/1/03,"1,449.82"
9/2/03,"1,446.51"
9/3/03,"1,447.85"
9/4/03,"1,447.43"
9/5/03,"1,431.53"
9/8/03,"1,425.73"
9/9/03,"1,420.07"
9/10/03,"1,423.18"
9/11/03,"1,423.96"
9/12/03,"1,409.16"
9/15/03,"1,397.54"
9/16/03,"1,406.10"
9/17/03,"1,389.82"
9/18/03,"1,390.49"
9/19/03,"1,391.37"
9/22/03,"1,381.44"
9/23/03,"1,390.17"
9/24/03,"1,394.23"
9/25/03,"1,376.29"
9/26/03,"1,370.84"
9/29/03,"1,355.34"
9/30/03,"1,367.16"
10/8/03,"1,371.69"
10/9/03,"1,369.17"
10/10/03,"1,404.01"
10/13/03,"1,399.66"
10/14/03,"1,388.17"
10/15/03,"1,383.10"
10/16/03,"1,365.51"
10/17/03,"1,370.58"
10/20/03,"1,359.50"
10/21/03,"1,364.30"
10/22/03,"1,398.01"
10/23/03,"1,386.65"
10/24/03,"1,381.83"
10/27/03,"1,369.46"
10/28/03,"1,369.33"
10/29/03,"1,361.49"
10/30/03,"1,344.63"
10/31/03,"1,348.30"
11/3/03,"1,364.06"
11/4/03,"1,389.55"
11/5/03,"1,385.11"
11/6/03,"1,356.79"
11/7/03,"1,335.21"
11/10/03,"1,340.10"
11/11/03,"1,343.62"
11/12/03,"1,317.79"
11/13/03,"1,319.61"
11/14/03,"1,331.05"
11/17/03,"1,328.10"
11/18/03,"1,316.56"
11/19/03,"1,338.87"
11/20/03,"1,376.51"
11/21/03,"1,361.56"
11/24/03,"1,404.01"
11/25/03,"1,408.42"
11/26/03,"1,411.91"
11/27/03,"1,389.10"
11/28/03,"1,397.23"
12/1/03,"1,432.70"
12/2/03,"1,435.31"
12/3/03,"1,445.03"
12/4/03,"1,452.81"
12/5/03,"1,451.12"
12/8/03,"1,436.66"
12/9/03,"1,443.37"
12/10/03,"1,469.42"
12/11/03,"1,470.02"
12/12/03,"1,470.79"
12/15/03,"1,470.36"
12/16/03,"1,466.34"
12/17/03,"1,454.00"
12/18/03,"1,457.30"
12/19/03,"1,446.29"
12/22/03,"1,492.96"
12/23/03,"1,500.64"
12/24/03,"1,513.83"
12/25/03,"1,512.60"
12/26/03,"1,514.78"
12/29/03,"1,496.43"
12/30/03,"1,511.69"
12/31/03,"1,497.04"
1/2/04,"1,517.19"
1/5/04,"1,568.35"
1/6/04,"1,574.52"
1/7/04,"1,587.20"
1/8/04,"1,610.13"
1/9/04,"1,581.47"
1/12/04,"1,618.52"
1/13/04,"1,612.68"
1/14/04,"1,592.42"
1/15/04,"1,586.49"
1/16/04,"1,600.43"
1/29/04,"1,628.84"
1/30/04,"1,590.73"
2/2/04,"1,623.88"
2/3/04,"1,649.28"
2/4/04,"1,685.16"
2/5/04,"1,693.43"
2/6/04,"1,679.19"
2/9/04,"1,703.53"
2/10/04,"1,691.01"
2/11/04,"1,677.76"
2/12/04,"1,663.83"
2/13/04,"1,658.54"
2/16/04,"1,696.83"
2/17/04,"1,703.77"
2/18/04,"1,717.10"
2/19/04,"1,717.02"
2/20/04,"1,721.75"
2/23/04,"1,681.65"
2/24/04,"1,682.30"
2/25/04,"1,647.38"
2/26/04,"1,654.90"
2/27/04,"1,675.07"
3/1/04,"1,689.76"
3/2/04,"1,687.28"
3/3/04,"1,661.81"
3/4/04,"1,668.87"
3/5/04,"1,662.10"
3/8/04,"1,637.14"
3/9/04,"1,637.10"
3/10/04,"1,678.07"
3/11/04,"1,691.64"
3/12/04,"1,694.74"
3/15/04,"1,736.22"
3/16/04,"1,745.54"
3/17/04,"1,745.10"
3/18/04,"1,717.26"
3/19/04,"1,747.87"
3/22/04,"1,755.69"
3/23/04,"1,741.70"
3/24/04,"1,740.05"
3/25/04,"1,736.48"
3/26/04,"1,734.05"
3/29/04,"1,719.67"
3/30/04,"1,724.28"
3/31/04,"1,741.62"
4/1/04,"1,758.15"
4/2/04,"1,768.65"
4/5/04,"1,766.48"
4/6/04,"1,777.52"
4/7/04,"1,774.55"
4/8/04,"1,770.28"
4/9/04,"1,727.35"
4/12/04,"1,722.99"
4/13/04,"1,715.14"
4/14/04,"1,697.16"
4/15/04,"1,679.08"
4/16/04,"1,693.86"
4/19/04,"1,675.89"
4/20/04,"1,669.42"
4/21/04,"1,651.58"
4/22/04,"1,657.79"
4/23/04,"1,635.50"
4/26/04,"1,635.50"
4/27/04,"1,611.86"
4/28/04,"1,606.80"
4/29/04,"1,579.45"
4/30/04,"1,595.59"
5/10/04,"1,560.22"
5/11/04,"1,568.06"
5/12/04,"1,603.77"
5/13/04,"1,597.57"
5/14/04,"1,562.69"
5/17/04,"1,539.96"
5/18/04,"1,555.44"
5/19/04,"1,558.29"
5/20/04,"1,549.06"
5/21/04,"1,558.33"
5/24/04,"1,550.35"
5/25/04,"1,518.05"
5/26/04,"1,524.44"
5/27/04,"1,557.18"
5/28/04,"1,548.72"
5/31/04,"1,555.91"
6/1/04,"1,579.66"
6/2/04,"1,567.07"
6/3/04,"1,543.53"
6/4/04,"1,542.09"
6/7/04,"1,517.15"
6/8/04,"1,493.81"
6/9/04,"1,468.07"
6/10/04,"1,468.34"
6/11/04,"1,472.07"
6/14/04,"1,438.74"
6/15/04,"1,463.78"
6/16/04,"1,475.42"
6/17/04,"1,445.50"
6/18/04,"1,427.30"
6/21/04,"1,433.47"
6/22/04,"1,450.68"
6/23/04,"1,440.73"
6/24/04,"1,427.75"
6/25/04,"1,401.11"
6/28/04,"1,385.18"
6/29/04,"1,408.69"
6/30/04,"1,399.16"
7/1/04,"1,441.07"
7/2/04,"1,441.19"
7/5/04,"1,444.59"
7/6/04,"1,450.50"
7/7/04,"1,438.40"
7/8/04,"1,439.78"
7/9/04,"1,430.65"
7/12/04,"1,397.15"
7/13/04,"1,399.46"
7/14/04,"1,403.76"
7/15/04,"1,421.54"
7/16/04,"1,456.13"
7/19/04,"1,457.54"
7/20/04,"1,447.94"
7/21/04,"1,448.04"
7/22/04,"1,407.44"
7/23/04,"1,407.40"
7/26/04,"1,387.67"
7/27/04,"1,384.13"
7/28/04,"1,388.81"
7/29/04,"1,407.33"
7/30/04,"1,386.20"
8/2/04,"1,373.22"
8/3/04,"1,366.26"
8/4/04,"1,404.51"
8/5/04,"1,389.04"
8/6/04,"1,390.46"
8/9/04,"1,395.85"
8/10/04,"1,400.77"
8/11/04,"1,384.96"
8/12/04,"1,368.20"
8/13/04,"1,368.45"
8/16/04,"1,354.51"
8/17/04,"1,360.20"
8/18/04,"1,358.22"
8/19/04,"1,340.45"
8/20/04,"1,341.74"
8/23/04,"1,325.41"
8/24/04,"1,344.63"
8/25/04,"1,339.78"
8/26/04,"1,334.42"
8/27/04,"1,320.61"
8/30/04,"1,319.41"
8/31/04,"1,342.06"
9/1/04,"1,321.46"
9/2/04,"1,327.93"
9/3/04,"1,327.12"
9/6/04,"1,321.47"
9/7/04,"1,324.29"
9/8/04,"1,309.33"
9/9/04,"1,284.31"
9/10/04,"1,287.08"
9/13/04,"1,260.32"
9/14/04,"1,300.36"
9/15/04,"1,355.23"
9/16/04,"1,371.20"
9/17/04,"1,414.70"
9/20/04,"1,463.22"
9/21/04,"1,448.56"
9/22/04,"1,420.15"
9/23/04,"1,464.78"
9/24/04,"1,435.56"
9/27/04,"1,427.40"
9/28/04,"1,435.59"
9/29/04,"1,420.01"
9/30/04,"1,396.70"
10/8/04,"1,422.93"
10/11/04,"1,413.15"
10/12/04,"1,384.44"
10/13/04,"1,386.72"
10/14/04,"1,332.94"
10/15/04,"1,330.52"
10/18/04,"1,335.39"
10/19/04,"1,337.62"
10/20/04,"1,330.58"
10/21/04,"1,310.55"
10/22/04,"1,329.36"
10/25/04,"1,311.15"
10/26/04,"1,324.78"
10/27/04,"1,342.80"
10/28/04,"1,341.74"
10/29/04,"1,320.54"
11/1/04,"1,305.29"
11/2/04,"1,301.53"
11/3/04,"1,326.75"
11/4/04,"1,304.78"
11/5/04,"1,305.13"
11/8/04,"1,304.23"
11/9/04,"1,307.43"
11/10/04,"1,354.39"
11/11/04,"1,347.07"
11/12/04,"1,352.22"
11/15/04,"1,370.05"
11/16/04,"1,370.39"
11/17/04,"1,356.14"
11/18/04,"1,367.83"
11/19/04,"1,379.96"
11/22/04,"1,383.02"
11/23/04,"1,371.24"
11/24/04,"1,359.13"
11/25/04,"1,358.33"
11/26/04,"1,356.73"
11/29/04,"1,337.43"
11/30/04,"1,340.77"
12/1/04,"1,334.94"
12/2/04,"1,333.09"
12/3/04,"1,337.20"
12/6/04,"1,339.64"
12/7/04,"1,323.75"
12/8/04,"1,326.44"
12/9/04,"1,338.81"
12/10/04,"1,317.72"
12/13/04,"1,309.70"
12/14/04,"1,307.55"
12/15/04,"1,313.05"
12/16/04,"1,305.02"
12/17/04,"1,290.49"
12/20/04,"1,275.46"
12/21/04,"1,275.17"
12/22/04,"1,307.57"
12/23/04,"1,282.72"
12/24/04,"1,285.04"
12/27/04,"1,280.27"
12/28/04,"1,278.94"
12/29/04,"1,274.31"
12/30/04,"1,273.71"
12/31/04,"1,266.50"
1/4/05,"1,242.77"
1/5/05,"1,251.94"
1/6/05,"1,239.43"
1/7/05,"1,244.75"
1/10/05,"1,252.40"
1/11/05,"1,257.46"
1/12/05,"1,256.92"
1/13/05,"1,256.31"
1/14/05,"1,245.62"
1/17/05,"1,216.65"
1/18/05,"1,225.45"
1/19/05,"1,218.11"
1/20/05,"1,204.39"
1/21/05,"1,234.48"
1/24/05,"1,255.78"
1/25/05,"1,254.23"
1/26/05,"1,241.96"
1/27/05,"1,225.89"
1/28/05,"1,213.67"
1/31/05,"1,191.82"
2/1/05,"1,188.93"
2/2/05,"1,252.50"
2/3/05,"1,242.31"
2/4/05,"1,269.00"
2/16/05,"1,278.88"
2/17/05,"1,276.13"
2/18/05,"1,258.97"
2/21/05,"1,284.48"
2/22/05,"1,309.28"
2/23/05,"1,309.48"
2/24/05,"1,309.95"
2/25/05,"1,312.45"
2/28/05,"1,306.00"
3/1/05,"1,303.41"
3/2/05,"1,287.45"
3/3/05,"1,294.34"
3/4/05,"1,287.71"
3/7/05,"1,293.74"
3/8/05,"1,318.27"
3/9/05,"1,316.79"
3/10/05,"1,286.23"
3/11/05,"1,289.94"
3/14/05,"1,293.50"
3/15/05,"1,269.14"
3/16/05,"1,255.59"
3/17/05,"1,243.48"
3/18/05,"1,227.40"
3/21/05,"1,231.05"
3/22/05,"1,206.92"
3/23/05,"1,201.65"
3/24/05,"1,208.19"
3/25/05,"1,205.63"
3/28/05,"1,200.11"
3/29/05,"1,195.02"
3/30/05,"1,172.57"
3/31/05,"1,181.24"
4/1/05,"1,223.57"
4/4/05,"1,202.97"
4/5/05,"1,191.75"
4/6/05,"1,214.87"
4/7/05,"1,225.49"
4/8/05,"1,248.52"
4/11/05,"1,240.97"
4/12/05,"1,219.51"
4/13/05,"1,248.20"
4/14/05,"1,234.33"
4/15/05,"1,216.96"
4/18/05,"1,197.74"
4/19/05,"1,199.90"
4/20/05,"1,184.19"
4/21/05,"1,172.56"
4/22/05,"1,169.19"
4/25/05,"1,157.97"
4/26/05,"1,165.34"
4/27/05,"1,148.76"
4/28/05,"1,169.12"
4/29/05,"1,159.15"
5/9/05,"1,130.84"
5/10/05,"1,135.56"
5/11/05,"1,124.27"
5/12/05,"1,103.99"
5/13/05,"1,107.63"
5/16/05,"1,095.47"
5/17/05,"1,099.64"
5/18/05,"1,102.97"
5/19/05,"1,103.48"
5/20/05,"1,099.27"
5/23/05,"1,070.84"
5/24/05,"1,073.85"
5/25/05,"1,072.14"
5/26/05,"1,058.87"
5/27/05,"1,051.95"
5/30/05,"1,060.16"
5/31/05,"1,060.74"
6/1/05,"1,039.19"
6/2/05,"1,016.06"
6/3/05,"1,013.64"
6/6/05,"1,034.38"
6/7/05,"1,030.94"
6/8/05,"1,115.58"
6/9/05,"1,131.05"
6/10/05,"1,108.29"
6/13/05,"1,106.29"
6/14/05,"1,093.46"
6/15/05,"1,072.84"
6/16/05,"1,086.01"
6/17/05,"1,085.61"
6/20/05,"1,115.62"
6/21/05,"1,101.49"
6/22/05,"1,102.03"
6/23/05,"1,093.70"
6/24/05,"1,101.88"
6/27/05,"1,124.64"
6/28/05,"1,108.59"
6/29/05,"1,104.99"
6/30/05,"1,080.94"
7/1/05,"1,055.59"
7/4/05,"1,047.28"
7/5/05,"1,039.04"
7/6/05,"1,033.55"
7/7/05,"1,038.60"
7/8/05,"1,017.98"
7/11/05,"1,011.50"
7/12/05,"1,046.16"
7/13/05,"1,037.39"
7/14/05,"1,040.42"
7/15/05,"1,026.12"
7/18/05,"1,012.10"
7/19/05,"1,014.36"
7/20/05,"1,021.05"
7/21/05,"1,020.63"
7/22/05,"1,046.32"
7/25/05,"1,045.40"
7/26/05,"1,072.81"
7/27/05,"1,089.91"
7/28/05,"1,086.55"
7/29/05,"1,083.03"
8/1/05,"1,088.95"
8/2/05,"1,104.04"
8/3/05,"1,107.70"
8/4/05,"1,102.59"
8/5/05,"1,128.74"
8/8/05,"1,138.88"
8/9/05,"1,152.53"
8/10/05,"1,165.03"
8/11/05,"1,183.58"
8/12/05,"1,167.92"
8/15/05,"1,187.01"
8/16/05,"1,177.28"
