Date,Value
5/9/97,"1,467.23"
5/12/97,"1,500.40"
5/13/97,"1,464.28"
5/14/97,"1,379.22"
5/15/97,"1,417.67"
5/16/97,"1,315.92"
5/19/97,"1,344.61"
5/20/97,"1,381.12"
5/21/97,"1,354.88"
5/22/97,"1,235.22"
5/23/97,"1,254.27"
5/26/97,"1,251.55"
5/27/97,"1,281.74"
5/28/97,"1,270.35"
5/29/97,"1,263.35"
5/30/97,"1,285.18"
6/2/97,"1,336.28"
6/3/97,"1,338.76"
6/4/97,"1,361.19"
6/5/97,"1,360.23"
6/6/97,"1,275.30"
6/9/97,"1,274.92"
6/10/97,"1,241.74"
6/11/97,"1,220.40"
6/12/97,"1,212.77"
6/13/97,"1,243.98"
6/16/97,"1,261.47"
6/17/97,"1,245.93"
6/18/97,"1,232.68"
6/19/97,"1,230.74"
6/20/97,"1,291.20"
6/23/97,"1,283.50"
6/24/97,"1,303.93"
6/25/97,"1,297.59"
6/26/97,"1,284.46"
6/27/97,"1,250.27"
7/2/97,"1,199.06"
7/3/97,"1,150.62"
7/4/97,"1,159.34"
7/7/97,"1,096.82"
7/8/97,"1,109.67"
7/9/97,"1,120.84"
7/10/97,"1,120.15"
7/11/97,"1,154.79"
7/14/97,"1,185.72"
7/15/97,"1,200.11"
7/16/97,"1,190.83"
7/17/97,"1,197.23"
7/18/97,"1,209.86"
7/21/97,"1,193.53"
7/22/97,"1,208.25"
7/23/97,"1,198.86"
7/24/97,"1,174.22"
7/25/97,"1,170.86"
7/28/97,"1,141.78"
7/29/97,"1,153.23"
7/30/97,"1,179.42"
7/31/97,"1,189.76"
8/1/97,"1,192.83"
8/4/97,"1,200.33"
8/5/97,"1,196.27"
8/6/97,"1,171.94"
8/7/97,"1,199.24"
8/8/97,"1,206.05"
8/11/97,"1,184.08"
8/12/97,"1,146.81"
8/13/97,"1,120.13"
8/14/97,"1,168.11"
8/15/97,"1,143.06"
8/18/97,"1,134.63"
8/19/97,"1,132.91"
8/20/97,"1,144.64"
8/21/97,"1,164.55"
8/22/97,"1,171.83"
8/25/97,"1,184.10"
8/26/97,"1,194.04"
8/27/97,"1,198.51"
8/28/97,"1,213.89"
8/29/97,"1,221.06"
9/1/97,"1,229.87"
9/2/97,"1,226.30"
9/3/97,"1,240.82"
9/4/97,"1,251.30"
9/5/97,"1,251.55"
9/8/97,"1,255.23"
9/9/97,"1,231.03"
9/10/97,"1,256.04"
9/11/97,"1,242.71"
9/12/97,"1,208.70"
9/15/97,"1,179.29"
9/16/97,"1,187.22"
9/17/97,"1,167.56"
9/18/97,"1,172.37"
9/19/97,"1,184.52"
9/22/97,"1,103.97"
9/23/97,"1,041.97"
9/24/97,"1,110.01"
9/25/97,"1,117.01"
9/26/97,"1,109.63"
9/29/97,"1,084.07"
9/30/97,"1,097.38"
10/6/97,"1,098.90"
10/7/97,"1,102.57"
10/8/97,"1,134.87"
10/9/97,"1,122.47"
10/10/97,"1,130.79"
10/13/97,"1,119.82"
10/14/97,"1,117.93"
10/15/97,"1,125.78"
10/16/97,"1,150.31"
10/17/97,"1,176.49"
10/20/97,"1,187.37"
10/21/97,"1,191.87"
10/22/97,"1,177.52"
10/23/97,"1,173.36"
10/24/97,"1,178.31"
10/27/97,"1,235.83"
10/28/97,"1,177.92"
10/29/97,"1,184.09"
10/30/97,"1,174.85"
10/31/97,"1,180.39"
11/3/97,"1,180.85"
11/4/97,"1,184.70"
11/5/97,"1,194.04"
11/6/97,"1,181.12"
11/7/97,"1,195.14"
11/10/97,"1,185.78"
11/11/97,"1,186.63"
11/12/97,"1,174.19"
11/13/97,"1,185.02"
11/14/97,"1,197.83"
11/17/97,"1,191.33"
11/18/97,"1,183.35"
11/19/97,"1,181.63"
11/20/97,"1,172.43"
11/21/97,"1,158.56"
11/24/97,"1,124.94"
11/25/97,"1,125.53"
11/26/97,"1,143.82"
11/27/97,"1,122.52"
11/28/97,"1,139.63"
12/1/97,"1,133.09"
12/2/97,"1,130.17"
12/3/97,"1,122.55"
12/4/97,"1,135.87"
12/5/97,"1,136.20"
12/8/97,"1,139.36"
12/9/97,"1,148.17"
12/10/97,"1,157.84"
12/11/97,"1,159.17"
12/12/97,"1,153.84"
12/15/97,"1,168.03"
12/16/97,"1,174.80"
12/17/97,"1,146.52"
12/18/97,"1,154.17"
12/19/97,"1,160.77"
12/22/97,"1,169.01"
12/23/97,"1,171.25"
12/24/97,"1,169.66"
12/25/97,"1,181.28"
12/26/97,"1,191.92"
12/29/97,"1,186.61"
12/30/97,"1,181.14"
12/31/97,"1,194.10"
1/5/98,"1,220.47"
1/6/98,"1,233.62"
1/7/98,"1,244.07"
1/8/98,"1,237.16"
1/9/98,"1,239.90"
1/12/98,"1,226.97"
1/13/98,"1,167.65"
1/14/98,"1,202.22"
1/15/98,"1,215.43"
1/16/98,"1,213.96"
1/19/98,"1,213.13"
1/20/98,"1,203.72"
1/21/98,"1,200.20"
1/22/98,"1,204.43"
1/23/98,"1,222.91"
2/9/98,"1,248.04"
2/10/98,"1,236.51"
2/11/98,"1,250.24"
2/12/98,"1,246.30"
2/13/98,"1,245.91"
2/16/98,"1,236.24"
2/17/98,"1,238.50"
2/18/98,"1,229.83"
2/19/98,"1,232.58"
2/20/98,"1,226.02"
2/23/98,"1,208.60"
2/24/98,"1,208.22"
2/25/98,"1,194.67"
2/26/98,"1,206.67"
2/27/98,"1,206.53"
3/2/98,"1,188.31"
3/3/98,"1,201.79"
3/4/98,"1,213.25"
3/5/98,"1,207.54"
3/6/98,"1,206.45"
3/9/98,"1,200.83"
3/10/98,"1,199.83"
3/11/98,"1,190.04"
3/12/98,"1,178.97"
3/13/98,"1,184.96"
3/16/98,"1,188.48"
3/17/98,"1,202.84"
3/18/98,"1,193.91"
3/19/98,"1,188.72"
3/20/98,"1,187.50"
3/23/98,"1,179.87"
3/24/98,"1,194.02"
3/25/98,"1,191.55"
3/26/98,"1,188.87"
3/27/98,"1,223.57"
3/30/98,"1,249.44"
3/31/98,"1,243.02"
4/1/98,"1,254.97"
4/2/98,"1,269.02"
4/3/98,"1,286.08"
4/6/98,"1,306.38"
4/7/98,"1,303.14"
4/8/98,"1,322.79"
4/9/98,"1,297.23"
4/10/98,"1,311.51"
4/13/98,"1,318.75"
4/14/98,"1,313.72"
4/15/98,"1,324.71"
4/16/98,"1,316.25"
4/17/98,"1,298.11"
4/20/98,"1,296.01"
4/21/98,"1,305.22"
4/22/98,"1,332.18"
4/23/98,"1,324.56"
4/24/98,"1,315.17"
4/27/98,"1,310.38"
4/28/98,"1,332.99"
4/29/98,"1,332.50"
4/30/98,"1,343.45"
5/4/98,"1,352.93"
5/5/98,"1,352.52"
5/6/98,"1,348.41"
5/7/98,"1,327.87"
5/8/98,"1,357.60"
5/11/98,"1,354.61"
5/12/98,"1,349.65"
5/13/98,"1,369.26"
5/14/98,"1,367.13"
5/15/98,"1,368.09"
5/18/98,"1,368.18"
5/19/98,"1,362.29"
5/20/98,"1,357.43"
5/21/98,"1,366.66"
5/22/98,"1,375.82"
5/25/98,"1,389.37"
5/26/98,"1,390.42"
5/27/98,"1,399.54"
5/28/98,"1,397.90"
5/29/98,"1,411.21"
6/1/98,"1,415.58"
6/2/98,"1,413.08"
6/3/98,"1,420.00"
6/4/98,"1,406.30"
6/5/98,"1,408.61"
6/8/98,"1,403.73"
6/9/98,"1,369.65"
6/10/98,"1,368.30"
6/11/98,"1,347.68"
6/12/98,"1,383.39"
6/15/98,"1,365.34"
6/16/98,"1,348.59"
6/17/98,"1,348.94"
6/18/98,"1,370.69"
6/19/98,"1,392.88"
6/22/98,"1,399.36"
6/23/98,"1,397.96"
6/24/98,"1,401.74"
6/25/98,"1,382.04"
6/26/98,"1,385.62"
6/29/98,"1,361.43"
6/30/98,"1,339.20"
7/1/98,"1,316.44"
7/2/98,"1,331.65"
7/3/98,"1,335.13"
7/6/98,"1,315.28"
7/7/98,"1,324.40"
7/8/98,"1,338.98"
7/9/98,"1,343.23"
7/10/98,"1,360.62"
7/13/98,"1,358.81"
7/14/98,"1,336.56"
7/15/98,"1,335.47"
7/16/98,"1,325.63"
7/17/98,"1,314.72"
7/20/98,"1,287.07"
7/21/98,"1,313.01"
7/22/98,"1,299.15"
7/23/98,"1,316.27"
7/24/98,"1,326.82"
7/27/98,"1,321.90"
7/28/98,"1,317.95"
7/29/98,"1,311.94"
7/30/98,"1,315.30"
7/31/98,"1,316.92"
8/3/98,"1,302.10"
8/4/98,"1,293.46"
8/5/98,"1,307.44"
8/6/98,"1,294.16"
8/7/98,"1,271.07"
8/10/98,"1,234.58"
8/11/98,"1,207.67"
8/12/98,"1,190.55"
8/13/98,"1,204.18"
8/14/98,"1,168.03"
8/17/98,"1,070.41"
8/18/98,"1,071.30"
8/19/98,"1,126.08"
8/20/98,"1,149.91"
8/21/98,"1,177.62"
8/24/98,"1,178.55"
8/25/98,"1,179.07"
8/26/98,"1,160.29"
8/27/98,"1,145.22"
8/28/98,"1,129.72"
8/31/98,"1,150.22"
9/1/98,"1,143.13"
9/2/98,"1,136.89"
9/3/98,"1,147.20"
9/4/98,"1,163.53"
9/7/98,"1,178.38"
9/8/98,"1,167.60"
9/9/98,"1,190.68"
9/10/98,"1,213.67"
9/11/98,"1,218.01"
9/14/98,"1,239.61"
9/15/98,"1,230.13"
9/16/98,"1,252.14"
9/17/98,"1,233.70"
9/18/98,"1,207.00"
9/21/98,"1,222.38"
9/22/98,"1,222.63"
9/23/98,"1,229.86"
9/24/98,"1,199.06"
9/25/98,"1,221.58"
9/28/98,"1,230.21"
9/29/98,"1,231.75"
9/30/98,"1,242.90"
10/5/98,"1,234.78"
10/6/98,"1,217.46"
10/7/98,"1,213.79"
10/8/98,"1,228.71"
10/9/98,"1,236.93"
10/12/98,"1,247.15"
10/13/98,"1,244.07"
10/14/98,"1,240.60"
10/15/98,"1,254.81"
10/16/98,"1,251.53"
10/19/98,"1,246.24"
10/20/98,"1,243.65"
10/21/98,"1,207.83"
10/22/98,"1,216.09"
10/23/98,"1,217.43"
10/26/98,"1,208.27"
10/27/98,"1,216.79"
10/28/98,"1,225.93"
10/29/98,"1,216.76"
10/30/98,"1,217.32"
11/2/98,"1,223.48"
11/3/98,"1,236.87"
11/4/98,"1,235.80"
11/5/98,"1,253.28"
11/6/98,"1,259.77"
11/9/98,"1,283.12"
11/10/98,"1,286.56"
11/11/98,"1,286.20"
11/12/98,"1,282.99"
11/13/98,"1,282.51"
11/16/98,"1,293.74"
11/17/98,"1,290.60"
11/18/98,"1,285.50"
11/19/98,"1,275.61"
11/20/98,"1,275.37"
11/23/98,"1,273.79"
11/24/98,"1,278.92"
11/25/98,"1,263.85"
11/26/98,"1,252.82"
11/27/98,"1,245.08"
11/30/98,"1,247.42"
12/1/98,"1,234.36"
12/2/98,"1,236.97"
12/3/98,"1,232.51"
12/4/98,"1,219.20"
12/7/98,"1,209.54"
12/8/98,"1,223.26"
12/9/98,"1,224.09"
12/10/98,"1,204.64"
12/11/98,"1,214.21"
12/14/98,"1,196.30"
12/15/98,"1,194.84"
12/16/98,"1,183.06"
12/17/98,"1,160.09"
12/18/98,"1,155.92"
12/21/98,"1,154.43"
12/22/98,"1,185.97"
12/23/98,"1,172.51"
12/24/98,"1,168.98"
12/25/98,"1,173.91"
12/28/98,"1,159.94"
12/29/98,"1,142.73"
12/30/98,"1,148.26"
12/31/98,"1,146.70"
1/4/99,"1,125.82"
1/5/99,"1,119.97"
1/6/99,"1,132.59"
1/7/99,"1,137.73"
1/8/99,"1,168.81"
1/11/99,"1,172.81"
1/12/99,"1,158.87"
1/13/99,"1,148.15"
1/14/99,"1,148.66"
1/15/99,"1,137.31"
1/18/99,"1,153.12"
1/19/99,"1,158.55"
1/20/99,"1,151.37"
1/21/99,"1,158.50"
1/22/99,"1,162.35"
1/25/99,"1,148.12"
1/26/99,"1,138.21"
1/27/99,"1,146.49"
1/28/99,"1,140.98"
1/29/99,"1,134.67"
2/1/99,"1,120.53"
2/2/99,"1,126.40"
2/3/99,"1,116.87"
2/4/99,"1,103.50"
2/5/99,"1,081.44"
2/8/99,"1,065.82"
2/9/99,"1,090.09"
3/1/99,"1,097.98"
3/2/99,"1,100.92"
3/3/99,"1,128.74"
3/4/99,"1,128.95"
3/5/99,"1,132.36"
3/8/99,"1,142.11"
3/9/99,"1,136.94"
3/10/99,"1,132.74"
3/11/99,"1,149.93"
3/12/99,"1,158.70"
3/15/99,"1,164.64"
3/16/99,"1,166.93"
3/17/99,"1,159.10"
3/18/99,"1,151.99"
3/19/99,"1,172.93"
3/22/99,"1,172.74"
3/23/99,"1,170.95"
3/24/99,"1,169.03"
3/25/99,"1,156.85"
3/26/99,"1,161.12"
3/29/99,"1,169.49"
3/30/99,"1,157.51"
3/31/99,"1,158.05"
4/1/99,"1,168.50"
4/2/99,"1,184.40"
4/5/99,"1,194.47"
4/6/99,"1,199.60"
4/7/99,"1,201.63"
4/8/99,"1,202.47"
4/9/99,"1,205.14"
4/12/99,"1,195.34"
4/13/99,"1,178.19"
4/14/99,"1,181.52"
4/15/99,"1,170.62"
4/16/99,"1,166.24"
4/19/99,"1,159.47"
4/20/99,"1,171.60"
4/21/99,"1,144.07"
4/22/99,"1,137.16"
4/23/99,"1,140.00"
4/26/99,"1,112.79"
4/27/99,"1,091.70"
4/28/99,"1,091.09"
4/29/99,"1,116.41"
4/30/99,"1,120.93"
5/4/99,"1,111.76"
5/5/99,"1,116.93"
5/6/99,"1,128.22"
5/7/99,"1,120.74"
5/10/99,"1,071.93"
5/11/99,"1,095.40"
5/12/99,"1,100.00"
5/13/99,"1,088.86"
5/14/99,"1,063.28"
5/17/99,"1,065.56"
5/18/99,"1,059.87"
5/19/99,"1,109.09"
5/20/99,"1,147.71"
5/21/99,"1,168.72"
5/24/99,"1,213.65"
5/25/99,"1,202.89"
5/26/99,"1,236.05"
5/27/99,"1,283.02"
5/28/99,"1,277.15"
5/31/99,"1,279.33"
6/1/99,"1,311.59"
6/2/99,"1,287.93"
6/3/99,"1,268.32"
6/4/99,"1,285.58"
6/7/99,"1,326.52"
6/8/99,"1,333.64"
6/9/99,"1,348.61"
6/10/99,"1,364.35"
6/11/99,"1,370.39"
6/14/99,"1,427.71"
6/15/99,"1,387.59"
6/16/99,"1,460.17"
6/17/99,"1,501.01"
6/18/99,"1,498.92"
6/21/99,"1,546.41"
6/22/99,"1,564.44"
6/23/99,"1,606.50"
6/24/99,"1,654.11"
6/25/99,"1,593.86"
6/28/99,"1,693.16"
6/29/99,"1,739.21"
6/30/99,"1,689.43"
7/1/99,"1,560.79"
7/2/99,"1,613.53"
7/5/99,"1,581.82"
7/6/99,"1,517.25"
7/7/99,"1,568.65"
7/8/99,"1,577.99"
7/9/99,"1,584.75"
7/12/99,"1,559.73"
7/13/99,"1,524.82"
7/14/99,"1,559.52"
7/15/99,"1,549.34"
7/16/99,"1,519.74"
7/19/99,"1,479.08"
7/20/99,"1,574.60"
7/21/99,"1,609.81"
7/22/99,"1,550.73"
7/23/99,"1,585.98"
7/26/99,"1,602.03"
7/27/99,"1,590.71"
7/28/99,"1,597.20"
7/29/99,"1,595.86"
7/30/99,"1,601.46"
8/2/99,"1,616.28"
8/3/99,"1,626.84"
8/4/99,"1,649.13"
8/5/99,"1,653.54"
8/6/99,"1,646.59"
8/9/99,"1,628.84"
8/10/99,"1,602.15"
8/11/99,"1,583.40"
8/12/99,"1,575.64"
8/13/99,"1,571.90"
8/16/99,"1,560.07"
8/17/99,"1,576.41"
8/18/99,"1,581.93"
8/19/99,"1,637.74"
8/20/99,"1,628.93"
8/23/99,"1,645.00"
8/24/99,"1,648.47"
8/25/99,"1,625.77"
8/26/99,"1,638.23"
8/27/99,"1,633.90"
8/30/99,"1,619.04"
8/31/99,"1,627.12"
9/1/99,"1,599.55"
9/2/99,"1,611.96"
9/3/99,"1,587.89"
9/6/99,"1,560.68"
9/7/99,"1,562.79"
9/8/99,"1,571.60"
9/9/99,"1,675.12"
9/10/99,"1,659.93"
9/13/99,"1,670.14"
9/14/99,"1,672.89"
9/15/99,"1,662.80"
9/16/99,"1,645.51"
9/17/99,"1,648.56"
9/20/99,"1,633.84"
9/21/99,"1,625.59"
9/22/99,"1,617.06"
9/23/99,"1,604.20"
9/24/99,"1,619.33"
9/27/99,"1,602.16"
9/28/99,"1,591.43"
9/29/99,"1,584.95"
9/30/99,"1,570.70"
10/8/99,"1,534.52"
10/11/99,"1,522.48"
10/12/99,"1,537.80"
10/13/99,"1,507.42"
10/14/99,"1,508.73"
10/15/99,"1,543.80"
10/18/99,"1,501.67"
10/19/99,"1,470.90"
10/20/99,"1,485.83"
10/21/99,"1,458.53"
10/22/99,"1,497.46"
10/25/99,"1,468.27"
10/26/99,"1,482.67"
10/27/99,"1,536.82"
10/28/99,"1,514.53"
10/29/99,"1,504.56"
11/1/99,"1,493.10"
11/2/99,"1,487.47"
11/3/99,"1,475.68"
11/4/99,"1,464.83"
11/5/99,"1,465.23"
11/8/99,"1,471.38"
11/9/99,"1,464.03"
11/10/99,"1,450.15"
11/11/99,"1,443.91"
11/12/99,"1,450.33"
11/15/99,"1,451.54"
11/16/99,"1,431.32"
11/17/99,"1,462.79"
11/18/99,"1,482.45"
11/19/99,"1,468.47"
11/22/99,"1,464.59"
11/23/99,"1,466.43"
11/24/99,"1,454.58"
11/25/99,"1,444.24"
11/26/99,"1,444.51"
11/29/99,"1,435.47"
11/30/99,"1,434.97"
12/1/99,"1,447.12"
12/2/99,"1,435.84"
12/3/99,"1,437.23"
12/6/99,"1,427.00"
12/7/99,"1,428.26"
12/8/99,"1,424.85"
12/9/99,"1,416.73"
12/10/99,"1,428.94"
12/13/99,"1,417.11"
12/14/99,"1,422.26"
12/15/99,"1,451.06"
12/16/99,"1,434.87"
12/17/99,"1,419.55"
12/21/99,"1,395.50"
12/22/99,"1,387.51"
12/23/99,"1,369.46"
12/24/99,"1,355.37"
12/27/99,"1,345.35"
12/28/99,"1,348.82"
12/29/99,"1,356.93"
12/30/99,"1,366.58"
1/4/00,"1,406.37"
1/5/00,"1,409.68"
1/6/00,"1,463.94"
1/7/00,"1,516.60"
1/10/00,"1,545.11"
1/11/00,"1,479.78"
1/12/00,"1,438.02"
1/13/00,"1,424.44"
1/14/00,"1,408.85"
1/17/00,"1,433.33"
1/18/00,"1,426.62"
1/19/00,"1,440.72"
1/20/00,"1,466.86"
1/21/00,"1,465.09"
1/24/00,"1,477.34"
1/25/00,"1,476.51"
1/26/00,"1,481.12"
1/27/00,"1,506.77"
1/28/00,"1,535.00"
2/14/00,"1,673.94"
2/15/00,"1,670.67"
2/16/00,"1,693.11"
2/17/00,"1,640.65"
2/18/00,"1,668.09"
2/21/00,"1,677.14"
2/22/00,"1,632.29"
2/23/00,"1,594.93"
2/24/00,"1,634.31"
2/25/00,"1,631.58"
2/28/00,"1,704.86"
2/29/00,"1,714.58"
3/1/00,"1,697.74"
3/2/00,"1,713.01"
3/3/00,"1,738.02"
3/6/00,"1,681.09"
3/7/00,"1,694.80"
3/8/00,"1,726.03"
3/9/00,"1,732.35"
3/10/00,"1,705.05"
3/13/00,"1,728.88"
3/14/00,"1,685.35"
3/15/00,"1,681.47"
3/16/00,"1,607.53"
3/17/00,"1,658.60"
3/20/00,"1,699.25"
3/21/00,"1,710.32"
3/22/00,"1,720.45"
3/23/00,"1,747.24"
3/24/00,"1,730.50"
3/27/00,"1,775.91"
3/28/00,"1,791.44"
3/29/00,"1,788.81"
3/30/00,"1,810.98"
3/31/00,"1,800.23"
4/3/00,"1,801.00"
4/4/00,"1,760.69"
4/5/00,"1,771.20"
4/6/00,"1,809.14"
4/7/00,"1,819.90"
4/10/00,"1,826.06"
4/11/00,"1,821.17"
4/12/00,"1,807.33"
4/13/00,"1,831.55"
4/14/00,"1,833.67"
4/17/00,"1,795.06"
4/18/00,"1,813.50"
4/19/00,"1,828.71"
4/20/00,"1,847.03"
4/21/00,"1,841.06"
4/24/00,"1,837.40"
4/25/00,"1,833.47"
4/26/00,"1,832.78"
4/27/00,"1,806.83"
4/28/00,"1,836.32"
5/8/00,"1,836.64"
5/9/00,"1,806.64"
5/10/00,"1,752.69"
5/11/00,"1,724.05"
5/12/00,"1,720.61"
5/15/00,"1,704.59"
5/16/00,"1,724.54"
5/17/00,"1,725.40"
5/18/00,"1,758.54"
5/19/00,"1,777.83"
5/22/00,"1,824.74"
5/23/00,"1,832.08"
5/24/00,"1,855.49"
5/25/00,"1,880.70"
5/26/00,"1,879.62"
5/29/00,"1,898.75"
5/30/00,"1,877.47"
5/31/00,"1,894.55"
6/1/00,"1,903.49"
6/2/00,"1,916.25"
6/5/00,"1,899.09"
6/6/00,"1,925.54"
6/7/00,"1,935.03"
6/8/00,"1,925.21"
6/9/00,"1,900.79"
6/12/00,"1,912.56"
6/13/00,"1,938.67"
6/14/00,"1,932.29"
6/15/00,"1,942.29"
6/16/00,"1,926.94"
6/19/00,"1,915.21"
6/20/00,"1,895.35"
6/21/00,"1,913.13"
6/22/00,"1,913.90"
6/23/00,"1,939.63"
6/26/00,"1,948.64"
6/27/00,"1,942.90"
6/28/00,"1,947.48"
6/29/00,"1,937.26"
6/30/00,"1,928.11"
7/3/00,"1,895.64"
7/4/00,"1,907.93"
7/5/00,"1,909.19"
7/6/00,"1,902.55"
7/7/00,"1,932.79"
7/10/00,"1,948.02"
7/11/00,"1,960.54"
7/12/00,"1,973.37"
7/13/00,"1,979.20"
7/14/00,"1,987.19"
7/17/00,"1,982.48"
7/18/00,"1,993.99"
7/19/00,"1,998.43"
7/20/00,"1,991.56"
7/21/00,"1,996.34"
7/24/00,"1,989.24"
7/25/00,"1,996.58"
7/26/00,"2,012.32"
7/27/00,"2,012.35"
7/28/00,"2,012.79"
7/31/00,"2,023.54"
8/1/00,"2,028.15"
8/2/00,"2,030.68"
8/3/00,"2,036.30"
8/4/00,"2,026.36"
8/7/00,"2,039.42"
8/8/00,"2,049.92"
8/9/00,"2,061.18"
8/10/00,"2,065.94"
8/11/00,"2,062.67"
8/14/00,"2,076.30"
8/15/00,"2,076.82"
8/16/00,"2,083.47"
8/17/00,"2,091.59"
8/18/00,"2,090.18"
8/21/00,"2,108.69"
8/22/00,"2,074.70"
8/23/00,"2,057.92"
8/24/00,"2,071.16"
8/25/00,"2,086.70"
8/28/00,"2,100.59"
8/29/00,"2,105.48"
8/30/00,"2,076.14"
8/31/00,"2,021.20"
9/1/00,"1,999.86"
9/4/00,"2,010.60"
9/5/00,"1,963.79"
9/6/00,"1,925.91"
9/7/00,"1,950.66"
9/8/00,"1,959.31"
9/11/00,"1,972.04"
9/12/00,"1,979.10"
9/13/00,"1,988.94"
9/14/00,"1,979.51"
9/15/00,"1,978.43"
9/18/00,"1,946.75"
9/19/00,"1,903.15"
9/20/00,"1,922.29"
9/21/00,"1,907.31"
9/22/00,"1,891.98"
9/25/00,"1,875.91"
9/26/00,"1,887.83"
9/27/00,"1,914.09"
9/28/00,"1,889.29"
9/29/00,"1,910.16"
10/9/00,"1,915.35"
10/10/00,"1,942.15"
10/11/00,"1,933.73"
10/12/00,"1,926.32"
10/13/00,"1,918.16"
10/16/00,"1,902.81"
10/17/00,"1,909.49"
10/18/00,"1,922.85"
10/19/00,"1,913.42"
10/20/00,"1,947.46"
10/23/00,"1,958.94"
10/24/00,"1,956.34"
10/25/00,"1,977.25"
10/26/00,"1,967.67"
10/27/00,"1,967.41"
10/30/00,"1,973.58"
10/31/00,"1,961.29"
11/1/00,"1,977.36"
11/2/00,"1,984.26"
11/3/00,"1,981.63"
11/6/00,"1,991.17"
11/7/00,"1,997.08"
11/8/00,"2,012.91"
11/9/00,"2,032.48"
11/10/00,"2,047.46"
11/13/00,"2,070.79"
11/14/00,"2,085.12"
11/15/00,"2,081.91"
11/16/00,"2,095.98"
11/17/00,"2,093.24"
11/20/00,"2,101.39"
11/21/00,"2,097.98"
11/22/00,"2,113.30"
11/23/00,"2,119.44"
11/24/00,"2,053.37"
11/27/00,"2,049.67"
11/28/00,"2,079.40"
11/29/00,"2,067.50"
11/30/00,"2,070.61"
12/1/00,"2,081.84"
12/4/00,"2,092.14"
12/5/00,"2,091.67"
12/6/00,"2,075.63"
12/7/00,"2,075.04"
12/8/00,"2,073.16"
12/11/00,"2,046.08"
12/12/00,"2,059.05"
12/13/00,"2,056.12"
12/14/00,"2,051.08"
12/15/00,"2,039.36"
12/18/00,"2,044.55"
12/19/00,"2,049.03"
12/20/00,"2,071.27"
12/21/00,"2,076.89"
12/22/00,"2,069.77"
12/25/00,"2,068.17"
12/26/00,"2,076.27"
12/27/00,"2,058.24"
12/28/00,"2,053.70"
12/29/00,"2,073.48"
1/2/01,"2,103.47"
1/3/01,"2,123.90"
1/4/01,"2,117.41"
1/5/01,"2,125.30"
1/8/01,"2,102.06"
1/9/01,"2,101.14"
1/10/01,"2,125.62"
1/11/01,"2,119.14"
1/12/01,"2,104.75"
1/15/01,"2,032.44"
1/16/01,"2,045.89"
1/17/01,"2,034.58"
1/18/01,"2,043.11"
1/19/01,"2,065.61"
2/5/01,"2,008.03"
2/6/01,"1,995.32"
2/7/01,"1,979.94"
2/8/01,"1,930.14"
2/9/01,"1,956.97"
2/12/01,"1,961.22"
2/13/01,"1,963.53"
2/14/01,"1,963.20"
2/15/01,"1,946.48"
2/16/01,"1,941.96"
2/19/01,"1,967.55"
2/20/01,"1,953.22"
2/21/01,"1,909.33"
2/22/01,"1,907.26"
2/23/01,"1,936.35"
2/26/01,"1,954.69"
2/27/01,"1,962.04"
2/28/01,"1,959.18"
3/1/01,"1,965.12"
3/2/01,"1,985.11"
3/5/01,"1,984.20"
3/6/01,"1,990.06"
3/7/01,"1,991.18"
3/8/01,"2,000.90"
3/9/01,"2,011.66"
3/12/01,"2,012.55"
3/13/01,"1,998.70"
3/14/01,"2,018.62"
3/15/01,"2,022.60"
3/16/01,"2,020.24"
3/19/01,"2,036.62"
3/20/01,"2,045.79"
3/21/01,"2,066.39"
3/22/01,"2,087.53"
3/23/01,"2,053.54"
3/26/01,"2,089.88"
3/27/01,"2,107.26"
3/28/01,"2,106.87"
3/29/01,"2,101.66"
3/30/01,"2,112.78"
4/2/01,"2,125.08"
4/3/01,"2,123.05"
4/4/01,"2,090.72"
4/5/01,"2,112.60"
4/6/01,"2,108.61"
4/9/01,"2,117.37"
4/10/01,"2,128.48"
4/11/01,"2,131.40"
4/12/01,"2,134.80"
4/13/01,"2,145.40"
4/16/01,"2,168.06"
4/17/01,"2,176.68"
4/18/01,"2,172.56"
4/19/01,"2,172.87"
4/20/01,"2,152.34"
4/23/01,"2,150.43"
4/24/01,"2,166.17"
4/25/01,"2,119.18"
4/26/01,"2,105.06"
4/27/01,"2,115.11"
4/30/01,"2,119.18"
5/8/01,"2,137.99"
5/9/01,"2,132.89"
5/10/01,"2,147.28"
5/11/01,"2,155.41"
5/14/01,"2,178.47"
5/15/01,"2,191.06"
5/16/01,"2,199.51"
5/17/01,"2,194.65"
5/18/01,"2,203.37"
5/21/01,"2,213.60"
5/22/01,"2,210.34"
5/23/01,"2,197.60"
5/24/01,"2,198.30"
5/25/01,"2,193.58"
5/28/01,"2,179.70"
5/29/01,"2,180.28"
5/30/01,"2,211.20"
5/31/01,"2,214.26"
6/1/01,"2,219.59"
6/4/01,"2,226.78"
6/5/01,"2,234.99"
6/6/01,"2,238.50"
6/7/01,"2,229.81"
6/8/01,"2,223.07"
6/11/01,"2,214.62"
6/12/01,"2,222.96"
6/13/01,"2,242.42"
6/14/01,"2,202.40"
6/15/01,"2,210.97"
6/18/01,"2,167.65"
6/19/01,"2,170.45"
6/20/01,"2,163.12"
6/21/01,"2,189.15"
6/22/01,"2,206.07"
6/25/01,"2,230.20"
6/26/01,"2,233.59"
